date	source	country	level	area	tot_case	cur_admit	tot_recover	tot_death	house
20140910	GoSL_MoHS_sitRep_106	SLE	3	Tonkolili	27			2	0
20140910	GoSL_MoHS_sitRep_106	SLE	3	PortLoko	125			18	0
20140910	GoSL_MoHS_sitRep_106	SLE	3	Pujehun	11			1	0
20140910	GoSL_MoHS_sitRep_106	SLE	3	Bo	75			16	0
20140910	GoSL_MoHS_sitRep_106	SLE	3	Moyamba	16			6	0
20140910	GoSL_MoHS_sitRep_106	SLE	3	Bonthe	1			1	0
20140910	GoSL_MoHS_sitRep_106	SLE	3	WesternAreaUrban	97			5	0
20140910	GoSL_MoHS_sitRep_106	SLE	3	WesternAreaRural	52			2	0
20140911	Liberia_MoH_sitRep	LBR	1	Liberia	2527			1349	0
20140911	Liberia_MoH_sitRep	LBR	3	Bomi	81			51	0
20140911	Liberia_MoH_sitRep	LBR	3	Bong	194			56	0
20140911	Liberia_MoH_sitRep	LBR	3	Gbarpolu	1			0	0
20140911	Liberia_MoH_sitRep	LBR	3	GrandBassa	46			19	0
20140911	Liberia_MoH_sitRep	LBR	3	GrandCapeMount	16			14	0
20140911	Liberia_MoH_sitRep	LBR	3	GrandGedeh	3			2	0
20140911	Liberia_MoH_sitRep	LBR	3	Lofa	699			371	0
20140911	Liberia_MoH_sitRep	LBR	3	Margibi	410			170	0
20140911	Liberia_MoH_sitRep	LBR	3	Maryland	6			4	0
20140911	Liberia_MoH_sitRep	LBR	3	Monteserrado	917			564	0
20140911	Liberia_MoH_sitRep	LBR	3	Nimba	141			91	0
20140911	Liberia_MoH_sitRep	LBR	3	RiverGee	9			5	0
20140911	Liberia_MoH_sitRep	LBR	3	RiverCess	1			1	0
20140911	Liberia_MoH_sitRep	LBR	3	Sinoe	3			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	1	SierraLeone	1551	123	309	498	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Kailahun	558			224	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Kenema	420			213	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Kono	55			3	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Kambia	3			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Koinadugu	0			0	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Bombali	75			6	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Tonkolili	31			2	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	PortLoko	138			18	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Pujehun	11			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Bo	84			16	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Moyamba	20			6	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	Bonthe	1			1	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	WesternAreaUrban	103			5	0
20140911	GoSL_MoHS_sitRep_107	SLE	3	WesternAreaRural	52			2	0
20140912	Liberia_MoH_sitRep	LBR	1	Liberia	2602			1402	0
20140912	Liberia_MoH_sitRep	LBR	3	Bomi	82			52	0
20140912	Liberia_MoH_sitRep	LBR	3	Bong	198			56	0
20140912	Liberia_MoH_sitRep	LBR	3	Gbarpolu	1			0	0
20140912	Liberia_MoH_sitRep	LBR	3	GrandBassa	46			19	0
20140912	Liberia_MoH_sitRep	LBR	3	GrandCapeMount	17			14	0
20140912	Liberia_MoH_sitRep	LBR	3	GrandGedeh	3			2	0
20140912	Liberia_MoH_sitRep	LBR	3	Lofa	701			373	0
20140912	Liberia_MoH_sitRep	LBR	3	Margibi	422			180	0
20140912	Liberia_MoH_sitRep	LBR	3	Maryland	12			4	0
20140912	Liberia_MoH_sitRep	LBR	3	Monteserrado	966			604	0
20140912	Liberia_MoH_sitRep	LBR	3	Nimba	141			91	0
20140912	Liberia_MoH_sitRep	LBR	3	RiverGee	9			5	0
20140912	Liberia_MoH_sitRep	LBR	3	RiverCess	1			1	0
20140912	Liberia_MoH_sitRep	LBR	3	Sinoe	3			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	1	SierraLeone	1586	132	313	507	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Kailahun	558			224	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Kenema	422			221	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Kono	55			3	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Kambia	3			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Koinadugu	0			0	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Bombali	84			6	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Tonkolili	32			2	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	PortLoko	148			18	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Pujehun	11			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Bo	87			16	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Moyamba	20			6	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	Bonthe	1			1	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	WesternAreaUrban	110			5	0
20140912	GoSL_MoHS_sitRep_108	SLE	3	WesternAreaRural	54			2	0
20140913	Liberia_MoH_sitRep	LBR	1	Liberia	2663			1413	0
20140913	Liberia_MoH_sitRep	LBR	3	Bomi	83			53	0
20140913	Liberia_MoH_sitRep	LBR	3	Bong	204			56	0
20140913	Liberia_MoH_sitRep	LBR	3	Gbarpolu	1			0	0
20140913	Liberia_MoH_sitRep	LBR	3	GrandBassa	46			19	0
20140913	Liberia_MoH_sitRep	LBR	3	GrandCapeMount	17			14	0
20140913	Liberia_MoH_sitRep	LBR	3	GrandGedeh	3			2	0
20140913	Liberia_MoH_sitRep	LBR	3	Lofa	707			374	0
20140913	Liberia_MoH_sitRep	LBR	3	Margibi	445			184	0
20140913	Liberia_MoH_sitRep	LBR	3	Maryland	12			4	0
20140913	Liberia_MoH_sitRep	LBR	3	Monteserrado	983			608	0
20140913	Liberia_MoH_sitRep	LBR	3	Nimba	149			92	0
20140913	Liberia_MoH_sitRep	LBR	3	RiverGee	9			5	0
20140913	Liberia_MoH_sitRep	LBR	3	RiverCess	1			1	0
20140913	Liberia_MoH_sitRep	LBR	3	Sinoe	3			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	1	SierraLeone	1603	122	314	511	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Kailahun	578			225	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Kenema	425			225	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Kono	55			3	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Kambia	3			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Koinadugu	0			0	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Bombali	86			6	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Tonkolili	33			2	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	PortLoko	148			18	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Pujehun	11			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Bo	88			16	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Moyamba	19			6	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	Bonthe	1			1	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	WesternAreaUrban	118			5	0
20140913	GoSL_MoHS_sitRep_109	SLE	3	WesternAreaRural	55			2	0
20140914	Liberia_MoH_sitRep	LBR	1	Liberia	2712			1450	0
20140914	Liberia_MoH_sitRep	LBR	3	Bomi	83			53	0
20140914	Liberia_MoH_sitRep	LBR	3	Bong	209			61	0
20140914	Liberia_MoH_sitRep	LBR	3	Gbarpolu	1			0	0
20140914	Liberia_MoH_sitRep	LBR	3	GrandBassa	54			19	0
20140914	Liberia_MoH_sitRep	LBR	3	GrandCapeMount	17			14	0
20140914	Liberia_MoH_sitRep	LBR	3	GrandGedeh	3			2	0
20140914	Liberia_MoH_sitRep	LBR	3	Lofa	714			375	0
20140914	Liberia_MoH_sitRep	LBR	3	Margibi	457			193	0
20140914	Liberia_MoH_sitRep	LBR	3	Maryland	6			4	0
20140914	Liberia_MoH_sitRep	LBR	3	Monteserrado	1006			630	0
20140914	Liberia_MoH_sitRep	LBR	3	Nimba	149			92	0
20140914	Liberia_MoH_sitRep	LBR	3	RiverGee	9			5	0
20140914	Liberia_MoH_sitRep	LBR	3	RiverCess	1			1	0
20140914	Liberia_MoH_sitRep	LBR	3	Sinoe	3			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	1	SierraLeone	1655	104	324	516	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Kailahun	561			228	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Kenema	437			227	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Kono	55			3	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Kambia	3			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Koinadugu	0			0	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Bombali	118			6	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Tonkolili	34			2	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	PortLoko	148			18	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Pujehun	11			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Bo	88			16	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Moyamba	19			6	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	Bonthe	1			1	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	WesternAreaUrban	123			5	0
20140914	GoSL_MoHS_sitRep_110	SLE	3	WesternAreaRural	59			2	0
20140915	Liberia_MoH_sitRep	LBR	1	Liberia	2804			1481	0
20140915	Liberia_MoH_sitRep	LBR	3	Bomi	84			55	0
20140915	Liberia_MoH_sitRep	LBR	3	Bong	222			65	0
20140915	Liberia_MoH_sitRep	LBR	3	Gbarpolu	1			0	0
20140915	Liberia_MoH_sitRep	LBR	3	GrandBassa	54			19	0
20140915	Liberia_MoH_sitRep	LBR	3	GrandCapeMount	17			14	0
20140915	Liberia_MoH_sitRep	LBR	3	GrandGedeh	3			2	0
20140915	Liberia_MoH_sitRep	LBR	3	Lofa	717			378	0
20140915	Liberia_MoH_sitRep	LBR	3	Margibi	457			197	0
20140915	Liberia_MoH_sitRep	LBR	3	Maryland	6			4	0
20140915	Liberia_MoH_sitRep	LBR	3	Monteserrado	1059			645	0
20140915	Liberia_MoH_sitRep	LBR	3	Nimba	171			95	0
20140915	Liberia_MoH_sitRep	LBR	3	RiverGee	9			5	0
20140915	Liberia_MoH_sitRep	LBR	3	RiverCess	1			1	0
20140915	Liberia_MoH_sitRep	LBR	3	Sinoe	3			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	1	SierraLeone	1703	83	329	516	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Kailahun	579			230	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Kenema	438			229	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Kono	55			3	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Kambia	3			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Koinadugu	0			0	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Bombali	118			6	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Tonkolili	34			2	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	PortLoko	160			18	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Pujehun	11			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Bo	88			16	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Moyamba	19			6	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	Bonthe	1			1	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	WesternAreaUrban	136			7	0
20140915	GoSL_MoHS_sitRep_111	SLE	3	WesternAreaRural	61			2	0
20140916	GoSL_MoHS_sitRep_112	SLE	1	SierraLeone	1735	101	349	531	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Kailahun	601			234	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Kenema	438			233	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Kono	55			3	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Kambia	3			1	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Koinadugu	0			0	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Bombali	119			6	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Tonkolili	37			2	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	PortLoko	160			18	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Pujehun	11			1	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Bo	90			16	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Moyamba	19			6	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	Bonthe	2			1	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	WesternAreaUrban	138			8	0
20140916	GoSL_MoHS_sitRep_112	SLE	3	WesternAreaRural	62			2	0
